"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr13",48532490,48532990,501,"*",4.95254104017777,3.48174680350398,5.66554734195464,-0.807674449266056,0.0950768661306164,0.334429762743282,"Promoter (<=1kb)",13,48515295,48532752,17458,2,"1102","ENST00000611827.1",0,"ENSG00000136161","RCBTB2","RCC1 and BTB domain containing protein 2","Promoter (<=1 kb)","RCBTB2","1102"
"chr1",109099929,109100429,501,"*",5.98143945346625,5.08095754090045,6.53164296991831,-0.790978097155111,0.0953061296536791,0.33472259231246,"Promoter (<=1kb)",1,109100094,109100751,658,1,"677766","ENST00000764984.1",0,"ENSG00000278249","SCARNA2","small Cajal body-specific RNA 2","Promoter (<=1 kb)","SCARNA2","677766"
"chr17",40480337,40480837,501,"*",5.80508852343779,5.21816431745627,6.22110587596661,-0.705328635107403,0.0954654294821444,0.33472259231246,"Promoter (<=1kb)",17,40475828,40480875,5048,2,"84951","ENST00000394072.7",38,"ENSG00000131746","TNS4","tensin 4","Promoter (<=1 kb)","TNS4","84951"
"chr22",41468461,41468961,501,"*",5.3558936237596,4.42325984493262,5.91768307244642,-0.794616379360009,0.0955180448128074,0.33472259231246,"Promoter (<=1kb)",22,41459717,41468692,8976,2,"84844","ENST00000216252.4",0,"ENSG00000100410","PHF5A","PHD finger protein 5A","Promoter (<=1 kb)","PHF5A","84844"
"chr2",118186183,118186683,501,"*",5.90888533801604,5.3361679599546,6.31776107941329,-0.699255395481623,0.0955914223391385,0.33472259231246,"Promoter (<=1kb)",2,118132128,118186386,54259,2,"100506797","ENST00000414886.5",0,"ENSG00000226856","THORLNC","testis associated oncogenic lncRNA","Promoter (<=1 kb)","THORLNC","100506797"
"chr16",28863697,28864197,501,"*",5.38302017522167,4.40550682442411,5.96040855939499,-0.797235348152202,0.0956795491991854,0.33472259231246,"Promoter (<=1kb)",16,28863757,28874212,10456,1,"25970","ENST00000618521.4",0,"ENSG00000178188","SH2B1","SH2B adaptor protein 1","Promoter (<=1 kb)","SH2B1","25970"
"chr1",8552145,8552645,501,"*",5.355576376699,6.12570125058156,3.59232054257119,0.794774506485399,0.0960398259245577,0.33561230779651,"Intron (ENST00000337907.7/473, intron 7 of 23)",1,8495151,8526039,30889,2,"473","ENST00000507012.1",-26106,"ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats","Other intron","RERE","473"
"chr20",51760953,51761453,501,"*",5.62304463677486,4.79831112986712,6.14451104864641,-0.777006543255454,0.0963138479403325,0.33561230779651,"Intron (ENST00000311637.9/10079, intron 1 of 22)",20,51596514,51768328,171815,2,"10079","ENST00000311637.9",6875,"ENSG00000054793","ATP9A","ATPase phospholipid transporting 9A (putative)","Other intron","ATP9A","10079"
"chr7",102478530,102479030,501,"*",3.64396544050635,1.25987917003653,4.49870635592173,-0.771609789239087,0.096440788442353,0.33561230779651,"Promoter (<=1kb)",7,102473128,102478922,5795,2,"5439","ENST00000292614.10",0,"ENSG00000005075","POLR2J","RNA polymerase II subunit J","Promoter (<=1 kb)","POLR2J","5439"
"chr17",19648091,19648591,501,"*",4.9536757994332,3.9197479388103,5.54977256697556,-0.799787350688524,0.0964979391470674,0.33561230779651,"Promoter (<=1kb)",17,19648136,19677130,28995,1,"224","ENST00000581518.6",0,"ENSG00000072210","ALDH3A2","aldehyde dehydrogenase 3 family member A2","Promoter (<=1 kb)","ALDH3A2","224"
"chr8",93869343,93869843,501,"*",5.7822586696974,5.13506265005798,6.22743433449304,-0.729637122409519,0.0965979942933887,0.33561230779651,"Intron (ENST00000523021.1/54704, intron 1 of 1)",8,93857807,93921348,63542,1,"54704","ENST00000523021.1",11536,"ENSG00000164951","PDP1","pyruvate dehydrogenase phosphatase catalytic subunit 1","Other intron","PDP1","54704"
"chr19",58386228,58386728,501,"*",6.84885027266755,6.21910915697903,7.28576644658701,-0.720317198511963,0.096674314310549,0.33561230779651,"Promoter (<=1kb)",19,58386400,58394806,8407,1,"6193","ENST00000601521.5",0,"ENSG00000083845","RPS5","ribosomal protein S5","Promoter (<=1 kb)","RPS5","6193"
"chr11",69867423,69867923,501,"*",5.65041737036494,4.87335321009896,6.15269389086951,-0.763892979236646,0.0969701630490327,0.33561230779651,"Distal Intergenic",11,69825347,69828105,2759,1,"107984368","ENST00000772586.1",42076,NA,"LOC107984368","uncharacterized LOC107984368","Distal intergenic","LOC107984368","107984368"
"chr11",65040546,65041046,501,"*",5.43225469660583,4.23975922889412,6.07606899273556,-0.804032207782805,0.097272329838317,0.33561230779651,"Promoter (<=1kb)",11,65040901,65044799,3899,1,"29901","ENST00000531072.1",0,"ENSG00000168061","SAC3D1","SAC3 domain containing 1","Promoter (<=1 kb)","SAC3D1","29901"
"chr11",72822031,72822531,501,"*",5.98097674282405,5.00336035823764,6.55840019304527,-0.794850145351643,0.0973625394589217,0.33561230779651,"Promoter (<=1kb)",11,72822189,72823495,1307,1,"89849","ENST00000537212.1",0,"ENSG00000168010","ATG16L2","autophagy related 16 like 2","Promoter (<=1 kb)","ATG16L2","89849"
"chr20",62595607,62596107,501,"*",4.16376063859124,2.90131218712234,4.8265714132338,-0.803894685766541,0.0973785765925129,0.33561230779651,"Distal Intergenic",20,62596732,62603115,6384,2,"105372712","ENST00000617730.1",7008,NA,"LINC02970","long intergenic non-protein coding RNA 2970","Distal intergenic","LINC02970","105372712"
"chr2",241355887,241356387,501,"*",2.04936249704125,0,3.04936249704125,-0.706755017927015,0.0974353490744273,0.33561230779651,"Promoter (<=1kb)",2,241356285,241494841,138557,1,"9855","ENST00000264042.8",0,"ENSG00000006607","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2","Promoter (<=1 kb)","FARP2","9855"
"chr3",184248506,184249006,501,"*",4.80891283878969,3.68602092520404,5.43261821370798,-0.802307387636598,0.0974841458207371,0.33561230779651,"Promoter (<=1kb)",3,184242301,184248962,6662,2,"10195","ENST00000397676.8",0,"ENSG00000214160","ALG3","ALG3 alpha-1,3- mannosyltransferase","Promoter (<=1 kb)","ALG3","10195"
"chr14",74579141,74579641,501,"*",2.19805429383012,0,3.19805429383012,-0.701850998433058,0.0974963128794332,0.33561230779651,"Intron (ENST00000261978.9/4053, intron 3 of 35)",14,74552181,74560048,7868,1,"124903346","ENST00000554552.1",26960,NA,"LOC124903346","uncharacterized LOC124903346","Other intron","LOC124903346","124903346"
"chr5",56350735,56351235,501,"*",5.15504479235761,4.2688132032132,5.69999949301564,-0.782191835783041,0.0977543094899655,0.335906951503374,"Distal Intergenic",5,56296436,56344877,48442,1,"105378977","ENST00000803566.1",54299,NA,"LOC105378977","uncharacterized LOC105378977","Distal intergenic","LOC105378977","105378977"
"chr1",1943192,1943692,501,"*",4.71380396302117,3.27587722212675,5.4194746376978,-0.799714068422053,0.097790416049089,0.335906951503374,"Intron (ENST00000493964.5/85452, intron 21 of 37)",1,1921957,1927929,5973,2,"85452","ENST00000464311.5",-15263,"ENSG00000142609","CFAP74","cilia and flagella associated protein 74","Other intron","CFAP74","85452"
"chrX",134885420,134885920,501,"*",5.12529603629675,3.39738269378647,5.88922741369459,-0.788318780627711,0.0986409925403991,0.338467814659389,"Distal Intergenic",23,134889017,134899534,10518,2,"56180","ENST00000480721.5",13614,"ENSG00000101928","MOSPD1","motile sperm domain containing 1","Distal intergenic","MOSPD1","56180"
"chr12",56449022,56449522,501,"*",5.97935837104733,5.44170396344708,6.37014707444031,-0.67436042175762,0.0987542204861779,0.33849584936858,"Promoter (<=1kb)",12,56416363,56449426,33064,2,"8914","ENST00000553532.6",0,"ENSG00000111602","TIMELESS","timeless circadian regulator","Promoter (<=1 kb)","TIMELESS","8914"
"chr20",44210617,44211117,501,"*",5.38260311105232,5.87215238574421,4.6359724138138,0.755047311858033,0.0991889964909003,0.339624810514007,"Promoter (<=1kb)",20,44210907,44226450,15544,1,"100505783","ENST00000671199.3",0,"ENSG00000223891","OSER1-DT","OSER1 divergent transcript","Promoter (<=1 kb)","OSER1-DT","100505783"
"chr22",44023521,44024021,501,"*",4.8701418484756,3.91858513201481,5.4385882412971,-0.785099150918745,0.100285574690003,0.342834090476929,"Promoter (<=1kb)",22,44024302,44119934,95633,1,"29780","ENST00000402876.3",-281,"ENSG00000188677","PARVB","parvin beta","Promoter (<=1 kb)","PARVB","29780"
"chr12",120200622,120201122,501,"*",5.67931590972226,4.75479788008519,6.23821388200981,-0.783562326156141,0.100339089795079,0.342834090476929,"Promoter (<=1kb)",12,120196699,120201099,4401,2,"6175","ENST00000551150.5",0,"ENSG00000089157","RPLP0","ribosomal protein lateral stalk subunit P0","Promoter (<=1 kb)","RPLP0","6175"
"chr5",132294025,132294525,501,"*",5.39860645239836,4.68875185339165,5.8722564862325,-0.741623506983433,0.100569235686668,0.343256437905131,"Promoter (<=1kb)",5,132294394,132344190,49797,1,"6583","ENST00000200652.4",0,"ENSG00000197208","SLC22A4","solute carrier family 22 member 4","Promoter (<=1 kb)","SLC22A4","6583"
"chr20",50931455,50931955,501,"*",6.21899716130064,5.73129447088221,6.58283005955877,-0.646311955369217,0.100802768251116,0.34368943841809,"Promoter (<=1kb)",20,50931784,50944787,13004,1,"101927631","ENST00000747477.1",0,"ENSG00000259456","ADNP-AS1","ADNP antisense RNA 1","Promoter (<=1 kb)","ADNP-AS1","101927631"
"chr14",104695097,104695597,501,"*",5.3990236990891,4.69742913099373,5.86902195245378,-0.738712404369757,0.101115257984519,0.344390445270739,"Intron (ENST00000674723.1/64423, intron 2 of 2)",14,104699368,104701756,2389,1,"64423","ENST00000674966.1",-3771,"ENSG00000203485","INF2","inverted formin 2","Other intron","INF2","64423"
"chr16",82629388,82629888,501,"*",5.25765700757438,4.31288430269688,5.82373039529967,-0.781998769884226,0.101742614765039,0.345796102081179,"Promoter (2-3kb)",16,82627039,82859718,232680,1,"1012","ENST00000567445.1",2349,"ENSG00000140945","CDH13","cadherin 13","Promoter (2-3 kb)","CDH13","1012"
"chr1",26787714,26788214,501,"*",5.18784430020016,4.03162277890242,5.82133491377445,-0.790673086286718,0.102324925826963,0.346062418366117,"Promoter (<=1kb)",1,26787944,26798297,10354,1,"55650","ENST00000686655.1",0,"ENSG00000060642","PIGV","phosphatidylinositol glycan anchor biosynthesis class V","Promoter (<=1 kb)","PIGV","55650"
"chr14",105092543,105093043,501,"*",5.9343213137894,5.2593097694209,6.39235971038303,-0.730983195659317,0.102566585324886,0.346062418366117,"Promoter (<=1kb)",14,105092568,105098687,6120,1,"102723354","ENST00000823384.1",0,NA,"LINC02298","long intergenic non-protein coding RNA 2298","Promoter (<=1 kb)","LINC02298","102723354"
"chr11",62646495,62646995,501,"*",5.82224502858085,4.75414616831961,6.42921108827605,-0.787873644303664,0.102637590020628,0.346062418366117,"Promoter (<=1kb)",11,62624826,62646602,21777,2,"23193","ENST00000532402.5",0,"ENSG00000089597","GANAB","glucosidase II alpha subunit","Promoter (<=1 kb)","GANAB","23193"
"chrX",48469121,48469621,501,"*",4.53867163485545,3.45831571082012,5.14945470589133,-0.787584424674272,0.102662824628608,0.346062418366117,"Promoter (<=1kb)",23,48466015,48469557,3543,2,"92745","ENST00000488083.5",0,"ENSG00000017483","SLC38A5","solute carrier family 38 member 5","Promoter (<=1 kb)","SLC38A5","92745"
"chr17",3888485,3888985,501,"*",6.2594960180846,5.73939109865238,6.64097751198505,-0.66466784951245,0.102679116912121,0.346062418366117,"Promoter (1-2kb)",17,3860315,3890743,30429,2,"84254","ENST00000381769.6",1758,"ENSG00000004660","CAMKK1","calcium/calmodulin dependent protein kinase kinase 1","Promoter (1-2 kb)","CAMKK1","84254"
"chr9",128683478,128683978,501,"*",5.9903779601174,5.374972102768,6.42039957549092,-0.709010450065861,0.102715622299747,0.346062418366117,"Promoter (<=1kb)",9,128683655,128696400,12746,1,"6418","ENST00000372692.8",0,"ENSG00000119335","SET","SET nuclear proto-oncogene","Promoter (<=1 kb)","SET","6418"
"chr3",51973763,51974263,501,"*",4.99765912763957,3.96356993363391,5.59380801534976,-0.785253797700026,0.10287771460883,0.346062418366117,"Promoter (<=1kb)",3,51960301,51974016,13716,2,"57060","ENST00000489595.6",0,"ENSG00000090097","PCBP4","poly(rC) binding protein 4","Promoter (<=1 kb)","PCBP4","57060"
"chr17",7561696,7562196,501,"*",4.78581292295819,3.49547522151411,5.45587795128385,-0.788713273825198,0.102882092863297,0.346062418366117,"Promoter (<=1kb)",17,7561919,7571969,10051,1,"26168","ENST00000321337.12",0,"ENSG00000161956","SENP3","SUMO specific peptidase 3","Promoter (<=1 kb)","SENP3","26168"
"chr1",35641341,35641841,501,"*",5.10948911105787,4.06303043435943,5.70961121632696,-0.785855651548578,0.102895033145481,0.346062418366117,"Promoter (<=1kb)",1,35599541,35641526,41986,2,"5690","ENST00000373237.4",0,"ENSG00000126067","PSMB2","proteasome 20S subunit beta 2","Promoter (<=1 kb)","PSMB2","5690"
"chr19",47273568,47274068,501,"*",4.6543478503802,2.74530599720678,5.44822765108208,-0.766939837652158,0.103250513358253,0.346895885339198,"Promoter (<=1kb)",19,47274885,47275723,839,1,"255783","ENST00000552360.4",-817,"ENSG00000257704","INAFM1","InaF motif containing 1","Promoter (<=1 kb)","INAFM1","255783"
"chr19",2089684,2090184,501,"*",5.04529265509397,4.21863681456609,5.56751447081442,-0.763508025203462,0.103383968974531,0.34694230414975,"Promoter (<=1kb)",19,2078372,2090176,11805,2,"126308","ENST00000591326.5",0,"ENSG00000172081","MOB3A","MOB kinase activator 3A","Promoter (<=1 kb)","MOB3A","126308"
"chr14",104665549,104666049,501,"*",5.40853836125268,4.3059996086883,6.02612246288016,-0.786328526460603,0.103479687860928,0.34694230414975,"Promoter (<=1kb)",14,104661120,104665558,4439,2,"101929634","ENST00000564585.1",0,"ENSG00000260792","LINC02280","long intergenic non-protein coding RNA 2280","Promoter (<=1 kb)","LINC02280","101929634"
"chr12",55729154,55729654,501,"*",6.10591326326262,5.37369983312277,6.58929864706289,-0.744391342878121,0.104155564847404,0.348123688952041,"Promoter (<=1kb)",12,55726727,55729660,2934,2,"967","ENST00000546457.1",6,"ENSG00000135404","CD63","CD63 molecule","Promoter (<=1 kb)","CD63","967"
"chr22",46035560,46036060,501,"*",5.62810428554412,3.92873961292356,6.38690063712216,-0.771692374209567,0.104156187507687,0.348123688952041,"Promoter (<=1kb)",22,46036104,46041092,4989,1,"124905136","ENST00000794652.1",-44,NA,"LOC124905136","uncharacterized LOC124905136","Promoter (<=1 kb)","LOC124905136","124905136"
"chr12",53421377,53421877,501,"*",5.12323147495916,3.71009260132665,5.82323269365587,-0.781735418535045,0.104685098589419,0.349167067965951,"Promoter (1-2kb)",12,53423855,53431672,7818,1,"269","ENST00000257863.9",-1978,"ENSG00000135409","AMHR2","anti-Mullerian hormone receptor type 2","Promoter (1-2 kb)","AMHR2","269"
"chr2",24046907,24047407,501,"*",4.43859092093349,5.06197760331764,3.31676791749465,0.78372553380718,0.104903649079043,0.349534185452612,"Promoter (<=1kb)",2,24029347,24047361,18015,2,"80304","ENST00000406895.3",0,"ENSG00000163026","WDCP","WD repeat and coiled coil containing","Promoter (<=1 kb)","WDCP","80304"
"chr22",46006864,46007364,501,"*",4.29591644863248,2.90366484136072,4.99104638066606,-0.780211215491663,0.105329771229187,0.350194174701419,"Promoter (<=1kb)",22,46006616,46010777,4162,1,"730668","ENST00000624893.1",248,"ENSG00000280424","LOC730668","dynein heavy chain -like pseudogene","Promoter (<=1 kb)","LOC730668","730668"
"chr7",74890704,74891204,501,"*",4.6738297961011,3.72315214701014,5.24196954518234,-0.774453358989303,0.105386625398632,0.350194174701419,"Promoter (<=1kb)",7,74890715,74905751,15037,1,"5383","ENST00000800449.1",0,"ENSG00000304176","PMS2P5","PMS1 homolog 2, mismatch repair system component pseudogene 5","Promoter (<=1 kb)","PMS2P5","5383"
"chr14",68816182,68816682,501,"*",6.58680461140979,6.06428230469267,6.96957846482061,-0.663371782920556,0.105427793128608,0.350194174701419,"Exon (ENST00000780276.1/ENST00000780276.1, exon 1 of 2)",14,68789945,68796253,6309,2,"677","ENST00000557086.1",-19929,"ENSG00000185650","ZFP36L1","ZFP36 ring finger protein like 1","Other exon","ZFP36L1","677"
"chr1",151195974,151196474,501,"*",4.888985487565,3.0442168303435,5.67273543394821,-0.76047826933746,0.105735715692313,0.350855279053173,"Promoter (<=1kb)",1,151185540,151195321,9782,2,"6944","ENST00000463470.1",-653,"ENSG00000163159","VPS72","vacuolar protein sorting 72 homolog","Promoter (<=1 kb)","VPS72","6944"
"chr9",129036257,129036757,501,"*",4.75470023974861,3.82417537473507,5.3157404451785,-0.770701815099755,0.106244381617298,0.351603187749015,"Promoter (<=1kb)",9,129036621,129042400,5780,1,"84895","ENST00000477088.5",0,"ENSG00000148343","MIGA2","mitoguardin 2","Promoter (<=1 kb)","MIGA2","84895"
"chr11",67805103,67805603,501,"*",5.15384716964437,4.03806204769003,5.77542790493819,-0.779987162028213,0.106288486923507,0.351603187749015,"Promoter (<=1kb)",11,67779600,67805337,25738,2,"645332","ENST00000763971.1",0,"ENSG00000290994","FAM86C2P","family with sequence similarity 86, member A pseudogene","Promoter (<=1 kb)","FAM86C2P","645332"
"chr2",27409482,27409982,501,"*",5.61497657496686,4.71194633004287,6.16611126912757,-0.76792787110204,0.106770733111486,0.352337845554514,"Promoter (<=1kb)",2,27381195,27409555,28361,2,"5496","ENST00000472077.1",0,"ENSG00000115241","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G","Promoter (<=1 kb)","PPM1G","5496"
"chr19",39480738,39481238,501,"*",6.44288443748537,5.92287124749897,6.82431682641996,-0.655598769233716,0.106805624860919,0.352337845554514,"Promoter (<=1kb)",19,39480838,39493779,12942,1,"92609","ENST00000607714.6",0,"ENSG00000105197","TIMM50","translocase of inner mitochondrial membrane 50","Promoter (<=1 kb)","TIMM50","92609"
"chr9",128829412,128829912,501,"*",5.20354112515958,3.92989426724428,5.86928596200412,-0.778336037003721,0.106955493600019,0.352337845554514,"Promoter (<=1kb)",9,128819651,128829794,10144,2,"51490","ENST00000361256.10",0,"ENSG00000198917","SPOUT1","SPOUT domain containing methyltransferase 1","Promoter (<=1 kb)","SPOUT1","51490"
"chr13",28658483,28658983,501,"*",4.31480856462211,1.93795107514917,5.1687816148152,-0.73638374585502,0.107057340409022,0.352337845554514,"Promoter (<=1kb)",13,28659065,28678199,19135,1,"51371","ENST00000697716.1",-82,"ENSG00000132963","POMP","proteasome maturation protein","Promoter (<=1 kb)","POMP","51371"
"chr11",134050555,134051055,501,"*",5.22470876101722,4.18394421497639,5.82300743676758,-0.773873588765806,0.107900289703476,0.354369506889525,"Intron (ENST00000655895.1/100128239, intron 2 of 2)",11,134038643,134041248,2606,1,"100128239","ENST00000532327.1",11912,"ENSG00000204241","LINC02731","long intergenic non-protein coding RNA 2731","Other intron","LINC02731","100128239"
"chr19",42324997,42325497,501,"*",5.38656793433143,3.74530599720678,6.13453449462586,-0.761508137744834,0.108882404517478,0.355926734805466,"Promoter (<=1kb)",19,42325609,42378769,53161,1,"1954","ENST00000334370.8",-112,"ENSG00000105429","MEGF8","multiple EGF like domains 8","Promoter (<=1 kb)","MEGF8","1954"
