GL000194.1	3229	3659	Scramble_H4K16ac_rep1_peak_1	GL000194.1	1633	4194	p53KD_H4K16ac_rep1_peak_3
chr17	19061431	19064428	Scramble_H4K16ac_rep1_peak_5024	chr17	19063748	19064515	p53KD_H4K16ac_rep1_peak_5165
chr17	19111646	19113151	Scramble_H4K16ac_rep1_peak_5027	chr17	19112132	19112465	p53KD_H4K16ac_rep1_peak_5168
chr17	19187500	19189032	Scramble_H4K16ac_rep1_peak_5034	chr17	19187422	19188199	p53KD_H4K16ac_rep1_peak_5175
chr17	22389777	22390406	Scramble_H4K16ac_rep1_peak_5055	chr17	22389282	22390473	p53KD_H4K16ac_rep1_peak_5188
chr17	22999193	22999449	Scramble_H4K16ac_rep1_peak_5060	chr17	22999282	23000166	p53KD_H4K16ac_rep1_peak_5221
chr17	23016268	23016478	Scramble_H4K16ac_rep1_peak_5061	chr17	23016259	23016538	p53KD_H4K16ac_rep1_peak_5222
chr17	23068707	23068957	Scramble_H4K16ac_rep1_peak_5063	chr17	23068705	23069013	p53KD_H4K16ac_rep1_peak_5229
chr17	23143647	23143953	Scramble_H4K16ac_rep1_peak_5065	chr17	23143478	23143908	p53KD_H4K16ac_rep1_peak_5236
chr17	23213960	23215864	Scramble_H4K16ac_rep1_peak_5066	chr17	23214932	23215898	p53KD_H4K16ac_rep1_peak_5243
chr17	23255995	23256191	Scramble_H4K16ac_rep1_peak_5067	chr17	23255980	23257463	p53KD_H4K16ac_rep1_peak_5244
chr17	23501839	23504479	Scramble_H4K16ac_rep1_peak_5068	chr17	23502149	23502804	p53KD_H4K16ac_rep1_peak_5250
chr17	23619453	23621727	Scramble_H4K16ac_rep1_peak_5070	chr17	23619447	23621761	p53KD_H4K16ac_rep1_peak_5252
chr17	23878776	23878980	Scramble_H4K16ac_rep1_peak_5071	chr17	23878764	23879733	p53KD_H4K16ac_rep1_peak_5262
chr17	24150883	24151317	Scramble_H4K16ac_rep1_peak_5072	chr17	24150861	24151640	p53KD_H4K16ac_rep1_peak_5269
chr17	24453519	24455535	Scramble_H4K16ac_rep1_peak_5074	chr17	24453382	24455858	p53KD_H4K16ac_rep1_peak_5277
chr17	24564218	24566466	Scramble_H4K16ac_rep1_peak_5075	chr17	24564202	24566452	p53KD_H4K16ac_rep1_peak_5281
chr17	24813192	24814451	Scramble_H4K16ac_rep1_peak_5076	chr17	24812922	24814458	p53KD_H4K16ac_rep1_peak_5287
chr17	24823311	24824424	Scramble_H4K16ac_rep1_peak_5078	chr17	24823192	24824959	p53KD_H4K16ac_rep1_peak_5290
chr17	25074362	25074574	Scramble_H4K16ac_rep1_peak_5079	chr17	25074323	25075580	p53KD_H4K16ac_rep1_peak_5301
chr17	25075379	25075548	Scramble_H4K16ac_rep1_peak_5079	chr17	25074323	25075580	p53KD_H4K16ac_rep1_peak_5301
chr17	25139835	25140465	Scramble_H4K16ac_rep1_peak_5082	chr17	25139201	25141324	p53KD_H4K16ac_rep1_peak_5304
chr17	25186308	25186807	Scramble_H4K16ac_rep1_peak_5083	chr17	25185641	25187162	p53KD_H4K16ac_rep1_peak_5306
chr17	25383678	25383945	Scramble_H4K16ac_rep1_peak_5084	chr17	25383639	25383951	p53KD_H4K16ac_rep1_peak_5309
chr17	25388157	25390041	Scramble_H4K16ac_rep1_peak_5085	chr17	25388171	25390531	p53KD_H4K16ac_rep1_peak_5310
chr17	25425350	25426874	Scramble_H4K16ac_rep1_peak_5086	chr17	25425356	25427161	p53KD_H4K16ac_rep1_peak_5311
chr17	25569117	25569375	Scramble_H4K16ac_rep1_peak_5087	chr17	25569082	25569409	p53KD_H4K16ac_rep1_peak_5318
chr17	25771366	25771692	Scramble_H4K16ac_rep1_peak_5090	chr17	25771357	25772158	p53KD_H4K16ac_rep1_peak_5324
chr17	25920088	25920313	Scramble_H4K16ac_rep1_peak_5092	chr17	25920070	25920408	p53KD_H4K16ac_rep1_peak_5330
chr17	26549088	26549491	Scramble_H4K16ac_rep1_peak_5093	chr17	26549072	26549465	p53KD_H4K16ac_rep1_peak_5341
chr17	26572685	26573552	Scramble_H4K16ac_rep1_peak_5094	chr17	26572658	26573857	p53KD_H4K16ac_rep1_peak_5342
chr17	26581809	26583592	Scramble_H4K16ac_rep1_peak_5095	chr17	26581412	26583701	p53KD_H4K16ac_rep1_peak_5345
chr17	26588017	26588369	Scramble_H4K16ac_rep1_peak_5096	chr17	26587748	26589989	p53KD_H4K16ac_rep1_peak_5346
chr17	26596355	26596505	Scramble_H4K16ac_rep1_peak_5097	chr17	26596353	26598846	p53KD_H4K16ac_rep1_peak_5348
chr17	26603756	26604048	Scramble_H4K16ac_rep1_peak_5099	chr17	26603671	26604301	p53KD_H4K16ac_rep1_peak_5349
chr17	26619531	26620149	Scramble_H4K16ac_rep1_peak_5100	chr17	26619477	26620197	p53KD_H4K16ac_rep1_peak_5352
chr17	26880951	26885938	Scramble_H4K16ac_rep1_peak_5101	chr17	26880917	26885965	p53KD_H4K16ac_rep1_peak_5354
chr17	27951735	27952628	Scramble_H4K16ac_rep1_peak_5104	chr17	27952528	27952612	p53KD_H4K16ac_rep1_peak_5359
chr17	28719706	28720511	Scramble_H4K16ac_rep1_peak_5113	chr17	28719900	28720537	p53KD_H4K16ac_rep1_peak_5364
chr17	37825027	37827322	Scramble_H4K16ac_rep1_peak_5171	chr17	37826476	37827132	p53KD_H4K16ac_rep1_peak_5385
chr17	38799819	38799921	Scramble_H4K16ac_rep1_peak_5177	chr17	38799779	38799933	p53KD_H4K16ac_rep1_peak_5388
chr17	40479477	40480773	Scramble_H4K16ac_rep1_peak_5208	chr17	40480099	40480368	p53KD_H4K16ac_rep1_peak_5399
chr17	42121035	42121309	Scramble_H4K16ac_rep1_peak_5228	chr17	42120936	42121319	p53KD_H4K16ac_rep1_peak_5407
chr17	43234216	43235200	Scramble_H4K16ac_rep1_peak_5244	chr17	43233933	43235185	p53KD_H4K16ac_rep1_peak_5415
chr17	43239211	43243293	Scramble_H4K16ac_rep1_peak_5245	chr17	43239125	43242007	p53KD_H4K16ac_rep1_peak_5416
chr17	43245632	43247184	Scramble_H4K16ac_rep1_peak_5246	chr17	43245227	43246653	p53KD_H4K16ac_rep1_peak_5417
chr17	43251660	43252327	Scramble_H4K16ac_rep1_peak_5247	chr17	43251773	43252284	p53KD_H4K16ac_rep1_peak_5418
chr17	43265855	43268287	Scramble_H4K16ac_rep1_peak_5248	chr17	43266812	43268067	p53KD_H4K16ac_rep1_peak_5422
chr17	43271262	43274577	Scramble_H4K16ac_rep1_peak_5249	chr17	43270880	43274498	p53KD_H4K16ac_rep1_peak_5423
chr17	43277920	43278834	Scramble_H4K16ac_rep1_peak_5250	chr17	43278050	43279412	p53KD_H4K16ac_rep1_peak_5424
chr17	43283415	43285732	Scramble_H4K16ac_rep1_peak_5252	chr17	43283668	43285779	p53KD_H4K16ac_rep1_peak_5425
chr17	43290448	43290789	Scramble_H4K16ac_rep1_peak_5253	chr17	43289815	43290745	p53KD_H4K16ac_rep1_peak_5426
chr17	43295447	43296813	Scramble_H4K16ac_rep1_peak_5254	chr17	43295759	43296479	p53KD_H4K16ac_rep1_peak_5427
chr17	43299954	43301299	Scramble_H4K16ac_rep1_peak_5255	chr17	43299705	43300987	p53KD_H4K16ac_rep1_peak_5428
chr17	43367342	43369117	Scramble_H4K16ac_rep1_peak_5259	chr17	43368009	43368994	p53KD_H4K16ac_rep1_peak_5429
chr17	45147508	45148024	Scramble_H4K16ac_rep1_peak_5288	chr17	45147670	45148210	p53KD_H4K16ac_rep1_peak_5434
chr17	45161205	45161451	Scramble_H4K16ac_rep1_peak_5289	chr17	45161175	45161464	p53KD_H4K16ac_rep1_peak_5435
chr17	48995678	48997850	Scramble_H4K16ac_rep1_peak_5336	chr17	48995796	48995828	p53KD_H4K16ac_rep1_peak_5445
chr17	57874212	57876342	Scramble_H4K16ac_rep1_peak_5381	chr17	57874316	57874575	p53KD_H4K16ac_rep1_peak_5457
chr17	64146198	64147364	Scramble_H4K16ac_rep1_peak_5431	chr17	64146060	64146895	p53KD_H4K16ac_rep1_peak_5469
chr17	66798557	66799418	Scramble_H4K16ac_rep1_peak_5464	chr17	66798475	66799321	p53KD_H4K16ac_rep1_peak_5476
chr17	68086794	68087074	Scramble_H4K16ac_rep1_peak_5469	chr17	68086943	68087260	p53KD_H4K16ac_rep1_peak_5477
chr17	76736655	76737298	Scramble_H4K16ac_rep1_peak_5544	chr17	76737002	76737502	p53KD_H4K16ac_rep1_peak_5500
chr17	78879809	78880026	Scramble_H4K16ac_rep1_peak_5581	chr17	78879778	78880267	p53KD_H4K16ac_rep1_peak_5511
chr17	79798029	79798300	Scramble_H4K16ac_rep1_peak_5588	chr17	79798031	79798280	p53KD_H4K16ac_rep1_peak_5513
chr17	81666723	81667401	Scramble_H4K16ac_rep1_peak_5616	chr17	81665679	81666959	p53KD_H4K16ac_rep1_peak_5517
chr17	82098552	82099181	Scramble_H4K16ac_rep1_peak_5635	chr17	82099079	82099595	p53KD_H4K16ac_rep1_peak_5524
chr18	106790	110679	Scramble_H4K16ac_rep1_peak_5661	chr18	106741	110765	p53KD_H4K16ac_rep1_peak_5536
chr18	10131546	10133362	Scramble_H4K16ac_rep1_peak_5696	chr18	10132118	10132627	p53KD_H4K16ac_rep1_peak_5550
chr18	10134716	10135290	Scramble_H4K16ac_rep1_peak_5696	chr18	10134321	10134724	p53KD_H4K16ac_rep1_peak_5550
chr18	15477190	15480157	Scramble_H4K16ac_rep1_peak_5726	chr18	15476128	15480195	p53KD_H4K16ac_rep1_peak_5565
chr18	15488567	15488912	Scramble_H4K16ac_rep1_peak_5727	chr18	15487873	15493363	p53KD_H4K16ac_rep1_peak_5566
chr18	15491735	15493550	Scramble_H4K16ac_rep1_peak_5728	chr18	15487873	15493363	p53KD_H4K16ac_rep1_peak_5566
chr18	15497182	15499114	Scramble_H4K16ac_rep1_peak_5729	chr18	15496080	15499077	p53KD_H4K16ac_rep1_peak_5567
chr18	15512536	15512890	Scramble_H4K16ac_rep1_peak_5730	chr18	15512850	15516501	p53KD_H4K16ac_rep1_peak_5571
chr18	15522676	15523403	Scramble_H4K16ac_rep1_peak_5731	chr18	15520950	15527481	p53KD_H4K16ac_rep1_peak_5572
chr18	15549446	15549748	Scramble_H4K16ac_rep1_peak_5732	chr18	15546145	15551895	p53KD_H4K16ac_rep1_peak_5577
chr18	15551326	15551489	Scramble_H4K16ac_rep1_peak_5733	chr18	15546145	15551895	p53KD_H4K16ac_rep1_peak_5577
chr18	15583164	15585084	Scramble_H4K16ac_rep1_peak_5735	chr18	15581589	15585077	p53KD_H4K16ac_rep1_peak_5583
chr18	15638768	15640512	Scramble_H4K16ac_rep1_peak_5736	chr18	15637842	15639580	p53KD_H4K16ac_rep1_peak_5592
chr18	15638768	15640512	Scramble_H4K16ac_rep1_peak_5736	chr18	15640484	15640612	p53KD_H4K16ac_rep1_peak_5593
chr18	15687196	15689170	Scramble_H4K16ac_rep1_peak_5737	chr18	15689037	15691717	p53KD_H4K16ac_rep1_peak_5602
chr18	15716650	15716974	Scramble_H4K16ac_rep1_peak_5738	chr18	15716599	15717293	p53KD_H4K16ac_rep1_peak_5604
chr18	15726533	15727471	Scramble_H4K16ac_rep1_peak_5739	chr18	15726545	15728372	p53KD_H4K16ac_rep1_peak_5605
chr18	15735245	15736022	Scramble_H4K16ac_rep1_peak_5740	chr18	15734428	15736867	p53KD_H4K16ac_rep1_peak_5606
chr18	15766843	15766906	Scramble_H4K16ac_rep1_peak_5741	chr18	15766191	15767692	p53KD_H4K16ac_rep1_peak_5610
chr18	15879114	15881417	Scramble_H4K16ac_rep1_peak_5742	chr18	15879825	15879835	p53KD_H4K16ac_rep1_peak_5628
chr18	15929724	15929833	Scramble_H4K16ac_rep1_peak_5743	chr18	15927853	15932105	p53KD_H4K16ac_rep1_peak_5638
chr18	16008511	16008861	Scramble_H4K16ac_rep1_peak_5745	chr18	16007929	16009051	p53KD_H4K16ac_rep1_peak_5654
chr18	16090458	16090786	Scramble_H4K16ac_rep1_peak_5746	chr18	16090215	16091063	p53KD_H4K16ac_rep1_peak_5673
chr18	16099811	16100771	Scramble_H4K16ac_rep1_peak_5747	chr18	16097021	16100893	p53KD_H4K16ac_rep1_peak_5676
chr18	16106714	16107872	Scramble_H4K16ac_rep1_peak_5748	chr18	16105149	16108087	p53KD_H4K16ac_rep1_peak_5677
chr18	16114279	16115536	Scramble_H4K16ac_rep1_peak_5749	chr18	16113338	16117060	p53KD_H4K16ac_rep1_peak_5679
chr18	16128421	16128861	Scramble_H4K16ac_rep1_peak_5750	chr18	16125510	16128872	p53KD_H4K16ac_rep1_peak_5683
chr18	16214188	16215281	Scramble_H4K16ac_rep1_peak_5753	chr18	16214184	16216830	p53KD_H4K16ac_rep1_peak_5700
chr18	16233138	16235080	Scramble_H4K16ac_rep1_peak_5754	chr18	16233410	16236868	p53KD_H4K16ac_rep1_peak_5702
chr18	16270258	16270357	Scramble_H4K16ac_rep1_peak_5755	chr18	16270215	16272216	p53KD_H4K16ac_rep1_peak_5708
chr18	16271381	16272142	Scramble_H4K16ac_rep1_peak_5755	chr18	16270215	16272216	p53KD_H4K16ac_rep1_peak_5708
chr18	16294920	16298300	Scramble_H4K16ac_rep1_peak_5756	chr18	16289473	16301461	p53KD_H4K16ac_rep1_peak_5713
chr18	16299114	16300031	Scramble_H4K16ac_rep1_peak_5756	chr18	16289473	16301461	p53KD_H4K16ac_rep1_peak_5713
chr18	16331858	16333294	Scramble_H4K16ac_rep1_peak_5758	chr18	16331068	16334090	p53KD_H4K16ac_rep1_peak_5719
chr18	16396047	16397193	Scramble_H4K16ac_rep1_peak_5761	chr18	16395283	16397173	p53KD_H4K16ac_rep1_peak_5732
chr18	16489115	16490212	Scramble_H4K16ac_rep1_peak_5763	chr18	16488506	16491512	p53KD_H4K16ac_rep1_peak_5750
chr18	16491479	16491609	Scramble_H4K16ac_rep1_peak_5763	chr18	16488506	16491512	p53KD_H4K16ac_rep1_peak_5750
chr18	16552954	16553481	Scramble_H4K16ac_rep1_peak_5764	chr18	16553240	16553942	p53KD_H4K16ac_rep1_peak_5765
chr18	16624413	16624607	Scramble_H4K16ac_rep1_peak_5765	chr18	16622653	16625822	p53KD_H4K16ac_rep1_peak_5781
chr18	16645178	16646535	Scramble_H4K16ac_rep1_peak_5766	chr18	16641210	16648375	p53KD_H4K16ac_rep1_peak_5787
chr18	16713091	16713471	Scramble_H4K16ac_rep1_peak_5767	chr18	16712875	16714545	p53KD_H4K16ac_rep1_peak_5799
chr18	16775863	16776892	Scramble_H4K16ac_rep1_peak_5768	chr18	16775840	16776921	p53KD_H4K16ac_rep1_peak_5814
chr18	16822879	16824166	Scramble_H4K16ac_rep1_peak_5769	chr18	16821525	16825322	p53KD_H4K16ac_rep1_peak_5827
chr18	16846661	16848451	Scramble_H4K16ac_rep1_peak_5770	chr18	16846944	16850175	p53KD_H4K16ac_rep1_peak_5832
chr18	16858534	16858681	Scramble_H4K16ac_rep1_peak_5771	chr18	16857072	16863465	p53KD_H4K16ac_rep1_peak_5834
chr18	16861019	16862544	Scramble_H4K16ac_rep1_peak_5771	chr18	16857072	16863465	p53KD_H4K16ac_rep1_peak_5834
chr18	16905074	16905982	Scramble_H4K16ac_rep1_peak_5772	chr18	16905218	16905968	p53KD_H4K16ac_rep1_peak_5844
chr18	16924433	16924496	Scramble_H4K16ac_rep1_peak_5773	chr18	16923677	16924784	p53KD_H4K16ac_rep1_peak_5848
chr18	16925899	16927323	Scramble_H4K16ac_rep1_peak_5774	chr18	16926264	16927893	p53KD_H4K16ac_rep1_peak_5849
chr18	16933251	16933533	Scramble_H4K16ac_rep1_peak_5775	chr18	16932488	16934035	p53KD_H4K16ac_rep1_peak_5851
chr18	16940332	16941200	Scramble_H4K16ac_rep1_peak_5776	chr18	16939638	16941761	p53KD_H4K16ac_rep1_peak_5854
chr18	16959882	16960248	Scramble_H4K16ac_rep1_peak_5777	chr18	16959653	16960016	p53KD_H4K16ac_rep1_peak_5859
chr18	17011888	17012280	Scramble_H4K16ac_rep1_peak_5780	chr18	17009782	17012303	p53KD_H4K16ac_rep1_peak_5871
chr18	17025694	17026089	Scramble_H4K16ac_rep1_peak_5781	chr18	17023676	17026416	p53KD_H4K16ac_rep1_peak_5874
chr18	17093447	17094094	Scramble_H4K16ac_rep1_peak_5783	chr18	17092392	17095844	p53KD_H4K16ac_rep1_peak_5887
chr18	17108100	17108802	Scramble_H4K16ac_rep1_peak_5784	chr18	17107205	17109415	p53KD_H4K16ac_rep1_peak_5889
chr18	17114877	17115904	Scramble_H4K16ac_rep1_peak_5785	chr18	17113891	17119195	p53KD_H4K16ac_rep1_peak_5890
chr18	17153524	17154363	Scramble_H4K16ac_rep1_peak_5787	chr18	17152402	17154306	p53KD_H4K16ac_rep1_peak_5900
chr18	17218277	17218676	Scramble_H4K16ac_rep1_peak_5790	chr18	17216909	17219750	p53KD_H4K16ac_rep1_peak_5915
chr18	17275266	17276262	Scramble_H4K16ac_rep1_peak_5791	chr18	17274826	17279822	p53KD_H4K16ac_rep1_peak_5926
chr18	17293191	17293956	Scramble_H4K16ac_rep1_peak_5792	chr18	17291933	17294938	p53KD_H4K16ac_rep1_peak_5931
chr18	17339538	17339671	Scramble_H4K16ac_rep1_peak_5793	chr18	17339421	17341149	p53KD_H4K16ac_rep1_peak_5943
chr18	17364578	17366196	Scramble_H4K16ac_rep1_peak_5794	chr18	17363484	17366577	p53KD_H4K16ac_rep1_peak_5949
chr18	17406210	17406350	Scramble_H4K16ac_rep1_peak_5797	chr18	17404788	17406405	p53KD_H4K16ac_rep1_peak_5958
chr18	17425480	17426538	Scramble_H4K16ac_rep1_peak_5798	chr18	17424339	17425973	p53KD_H4K16ac_rep1_peak_5963
chr18	17435248	17435439	Scramble_H4K16ac_rep1_peak_5799	chr18	17431023	17435558	p53KD_H4K16ac_rep1_peak_5965
chr18	17476756	17477008	Scramble_H4K16ac_rep1_peak_5800	chr18	17473549	17477937	p53KD_H4K16ac_rep1_peak_5975
chr18	17490940	17492127	Scramble_H4K16ac_rep1_peak_5801	chr18	17490946	17493167	p53KD_H4K16ac_rep1_peak_5979
chr18	17495602	17496270	Scramble_H4K16ac_rep1_peak_5802	chr18	17495533	17497705	p53KD_H4K16ac_rep1_peak_5980
chr18	17508125	17509597	Scramble_H4K16ac_rep1_peak_5803	chr18	17507789	17509789	p53KD_H4K16ac_rep1_peak_5983
chr18	17565003	17565141	Scramble_H4K16ac_rep1_peak_5805	chr18	17564721	17565087	p53KD_H4K16ac_rep1_peak_5999
chr18	17566571	17568023	Scramble_H4K16ac_rep1_peak_5806	chr18	17566764	17568180	p53KD_H4K16ac_rep1_peak_6000
chr18	17592566	17594607	Scramble_H4K16ac_rep1_peak_5807	chr18	17591209	17596063	p53KD_H4K16ac_rep1_peak_6007
chr18	17690053	17690325	Scramble_H4K16ac_rep1_peak_5810	chr18	17689648	17691250	p53KD_H4K16ac_rep1_peak_6030
chr18	17766528	17768710	Scramble_H4K16ac_rep1_peak_5812	chr18	17765284	17769734	p53KD_H4K16ac_rep1_peak_6046
chr18	17888977	17889283	Scramble_H4K16ac_rep1_peak_5817	chr18	17888047	17890057	p53KD_H4K16ac_rep1_peak_6070
chr18	17948543	17949446	Scramble_H4K16ac_rep1_peak_5818	chr18	17946256	17950383	p53KD_H4K16ac_rep1_peak_6083
chr18	18043439	18044443	Scramble_H4K16ac_rep1_peak_5821	chr18	18043006	18044289	p53KD_H4K16ac_rep1_peak_6106
chr18	18055987	18056246	Scramble_H4K16ac_rep1_peak_5822	chr18	18055113	18056173	p53KD_H4K16ac_rep1_peak_6108
chr18	18082407	18083396	Scramble_H4K16ac_rep1_peak_5824	chr18	18082420	18085243	p53KD_H4K16ac_rep1_peak_6114
chr18	18084948	18085194	Scramble_H4K16ac_rep1_peak_5824	chr18	18082420	18085243	p53KD_H4K16ac_rep1_peak_6114
chr18	18156749	18158757	Scramble_H4K16ac_rep1_peak_5826	chr18	18156287	18158068	p53KD_H4K16ac_rep1_peak_6127
chr18	18168403	18169629	Scramble_H4K16ac_rep1_peak_5827	chr18	18168338	18169605	p53KD_H4K16ac_rep1_peak_6129
chr18	18216694	18216904	Scramble_H4K16ac_rep1_peak_5830	chr18	18215837	18217526	p53KD_H4K16ac_rep1_peak_6140
chr18	18238855	18239468	Scramble_H4K16ac_rep1_peak_5831	chr18	18238713	18240574	p53KD_H4K16ac_rep1_peak_6146
chr18	18273046	18274870	Scramble_H4K16ac_rep1_peak_5832	chr18	18272355	18275683	p53KD_H4K16ac_rep1_peak_6154
chr18	18288066	18288434	Scramble_H4K16ac_rep1_peak_5833	chr18	18287498	18289229	p53KD_H4K16ac_rep1_peak_6156
chr18	18377350	18377809	Scramble_H4K16ac_rep1_peak_5834	chr18	18375374	18378023	p53KD_H4K16ac_rep1_peak_6177
chr18	18380784	18381066	Scramble_H4K16ac_rep1_peak_5835	chr18	18380500	18382973	p53KD_H4K16ac_rep1_peak_6178
chr18	18600448	18602510	Scramble_H4K16ac_rep1_peak_5840	chr18	18599916	18603049	p53KD_H4K16ac_rep1_peak_6225
chr18	18664351	18665870	Scramble_H4K16ac_rep1_peak_5842	chr18	18663734	18665904	p53KD_H4K16ac_rep1_peak_6234
chr18	18676991	18677672	Scramble_H4K16ac_rep1_peak_5843	chr18	18674881	18677140	p53KD_H4K16ac_rep1_peak_6235
chr18	18711066	18711481	Scramble_H4K16ac_rep1_peak_5844	chr18	18710961	18711594	p53KD_H4K16ac_rep1_peak_6242
chr18	18847652	18848448	Scramble_H4K16ac_rep1_peak_5846	chr18	18847616	18852365	p53KD_H4K16ac_rep1_peak_6271
chr18	18850106	18851679	Scramble_H4K16ac_rep1_peak_5847	chr18	18847616	18852365	p53KD_H4K16ac_rep1_peak_6271
chr18	18930441	18930898	Scramble_H4K16ac_rep1_peak_5850	chr18	18929899	18931105	p53KD_H4K16ac_rep1_peak_6283
chr18	18968669	18969484	Scramble_H4K16ac_rep1_peak_5851	chr18	18967895	18970171	p53KD_H4K16ac_rep1_peak_6290
chr18	18990797	18991402	Scramble_H4K16ac_rep1_peak_5853	chr18	18990690	18992055	p53KD_H4K16ac_rep1_peak_6296
chr18	19061675	19062587	Scramble_H4K16ac_rep1_peak_5855	chr18	19060926	19063784	p53KD_H4K16ac_rep1_peak_6313
chr18	19149824	19149993	Scramble_H4K16ac_rep1_peak_5856	chr18	19146255	19150675	p53KD_H4K16ac_rep1_peak_6329
chr18	19193176	19193900	Scramble_H4K16ac_rep1_peak_5858	chr18	19192607	19194322	p53KD_H4K16ac_rep1_peak_6335
chr18	19390782	19392080	Scramble_H4K16ac_rep1_peak_5860	chr18	19388778	19391715	p53KD_H4K16ac_rep1_peak_6370
chr18	19409623	19411593	Scramble_H4K16ac_rep1_peak_5861	chr18	19409486	19412088	p53KD_H4K16ac_rep1_peak_6375
chr18	19431107	19432131	Scramble_H4K16ac_rep1_peak_5862	chr18	19430329	19433502	p53KD_H4K16ac_rep1_peak_6378
chr18	19433250	19434752	Scramble_H4K16ac_rep1_peak_5863	chr18	19430329	19433502	p53KD_H4K16ac_rep1_peak_6378
chr18	19453506	19454281	Scramble_H4K16ac_rep1_peak_5864	chr18	19452267	19454134	p53KD_H4K16ac_rep1_peak_6382
chr18	19550671	19551869	Scramble_H4K16ac_rep1_peak_5866	chr18	19549625	19551026	p53KD_H4K16ac_rep1_peak_6395
chr18	19624298	19625739	Scramble_H4K16ac_rep1_peak_5867	chr18	19624197	19625882	p53KD_H4K16ac_rep1_peak_6411
chr18	19638416	19639537	Scramble_H4K16ac_rep1_peak_5869	chr18	19638341	19643170	p53KD_H4K16ac_rep1_peak_6415
chr18	19732770	19734016	Scramble_H4K16ac_rep1_peak_5870	chr18	19732573	19733676	p53KD_H4K16ac_rep1_peak_6432
chr18	19823708	19823964	Scramble_H4K16ac_rep1_peak_5872	chr18	19823180	19823971	p53KD_H4K16ac_rep1_peak_6449
chr18	19845775	19848069	Scramble_H4K16ac_rep1_peak_5873	chr18	19844697	19846993	p53KD_H4K16ac_rep1_peak_6452
chr18	19857871	19858991	Scramble_H4K16ac_rep1_peak_5874	chr18	19858895	19859263	p53KD_H4K16ac_rep1_peak_6454
chr18	19875368	19875855	Scramble_H4K16ac_rep1_peak_5875	chr18	19875295	19875929	p53KD_H4K16ac_rep1_peak_6459
chr18	19928182	19928668	Scramble_H4K16ac_rep1_peak_5876	chr18	19926928	19929864	p53KD_H4K16ac_rep1_peak_6472
chr18	19947413	19947628	Scramble_H4K16ac_rep1_peak_5877	chr18	19945832	19949982	p53KD_H4K16ac_rep1_peak_6475
chr18	19985768	19986967	Scramble_H4K16ac_rep1_peak_5878	chr18	19984818	19987170	p53KD_H4K16ac_rep1_peak_6481
chr18	20032941	20034857	Scramble_H4K16ac_rep1_peak_5879	chr18	20032648	20034712	p53KD_H4K16ac_rep1_peak_6493
chr18	20093556	20094124	Scramble_H4K16ac_rep1_peak_5880	chr18	20091538	20093933	p53KD_H4K16ac_rep1_peak_6501
chr18	20218466	20218903	Scramble_H4K16ac_rep1_peak_5881	chr18	20217709	20219868	p53KD_H4K16ac_rep1_peak_6523
chr18	20242711	20244267	Scramble_H4K16ac_rep1_peak_5882	chr18	20240831	20242969	p53KD_H4K16ac_rep1_peak_6528
chr18	20487186	20488263	Scramble_H4K16ac_rep1_peak_5885	chr18	20487150	20487962	p53KD_H4K16ac_rep1_peak_6570
chr18	20519866	20520210	Scramble_H4K16ac_rep1_peak_5886	chr18	20519823	20520054	p53KD_H4K16ac_rep1_peak_6575
chr19	69754	72580	Scramble_H4K16ac_rep1_peak_5903	chr19	70593	71312	p53KD_H4K16ac_rep1_peak_6610
chr19	79481	80586	Scramble_H4K16ac_rep1_peak_5905	chr19	79663	80210	p53KD_H4K16ac_rep1_peak_6612
chr19	1864226	1864921	Scramble_H4K16ac_rep1_peak_5950	chr19	1864318	1864536	p53KD_H4K16ac_rep1_peak_6633
chr19	2059642	2059915	Scramble_H4K16ac_rep1_peak_5954	chr19	2059572	2059672	p53KD_H4K16ac_rep1_peak_6635
chr19	2518301	2518794	Scramble_H4K16ac_rep1_peak_5973	chr19	2518207	2518666	p53KD_H4K16ac_rep1_peak_6643
chr19	5790880	5791165	Scramble_H4K16ac_rep1_peak_6025	chr19	5790895	5791110	p53KD_H4K16ac_rep1_peak_6653
chr19	10654405	10654676	Scramble_H4K16ac_rep1_peak_6063	chr19	10654038	10654643	p53KD_H4K16ac_rep1_peak_6667
chr19	12945614	12946379	Scramble_H4K16ac_rep1_peak_6090	chr19	12945887	12946250	p53KD_H4K16ac_rep1_peak_6674
chr19	13116383	13116686	Scramble_H4K16ac_rep1_peak_6099	chr19	13116493	13116738	p53KD_H4K16ac_rep1_peak_6676
chr19	18417229	18418142	Scramble_H4K16ac_rep1_peak_6146	chr19	18417127	18417429	p53KD_H4K16ac_rep1_peak_6687
chr19	24822795	24822935	Scramble_H4K16ac_rep1_peak_6169	chr19	24822734	24824725	p53KD_H4K16ac_rep1_peak_6716
chr19	24851998	24852495	Scramble_H4K16ac_rep1_peak_6170	chr19	24852325	24853335	p53KD_H4K16ac_rep1_peak_6719
chr19	24923025	24924056	Scramble_H4K16ac_rep1_peak_6171	chr19	24922695	24924190	p53KD_H4K16ac_rep1_peak_6723
chr19	24925275	24925927	Scramble_H4K16ac_rep1_peak_6172	chr19	24925132	24925922	p53KD_H4K16ac_rep1_peak_6724
chr19	24928630	24930482	Scramble_H4K16ac_rep1_peak_6173	chr19	24928493	24930548	p53KD_H4K16ac_rep1_peak_6725
chr19	24945061	24945653	Scramble_H4K16ac_rep1_peak_6174	chr19	24944732	24946244	p53KD_H4K16ac_rep1_peak_6728
